アーヘン	아헨
ひく	히쿠
マリアンナ	마리안나
ガッルス	가르스
グラフィカル	그래픽
リビジョン	개정
スワイプ	스와이프
アンティグア・バーブーダ	안티구아 바부다
潮江	시오에
ガレオッティ	갈레오티
カフィアライム	카피아라임
パネーンカレーペースト	파넨 카레 페이스트
吉津	요시즈
伊仙	이센
カムィヤキ	카무야키
リプスカニ	립스카니
瑞梅寺	즈이우메지
三雲	미쿠모
替	~을 위한
覆	씌우다
石積	석적
彫り込み	조각
かす	쓰레기
慟哭	慟哭
赤木	아카기
アウストロ	아우스트로
浩太郎	코타로
セセ・セコ	세세 세코
浮かれる	떠다니는
アスプレナス	아스프레나스
武谷	다케야
遣り取り	보내다
973	973
光弘	미츠히로
竪堀	竪堀
流鏑馬	유주마
青井	아오이
登美子	등미코
艇長	선장
剥がし	벗기다
セメド	세메도
マニュファクチャラーズ	매뉴팩처러스
サライェヴォ	사라이예보
俊二	슌지
センティネル	센티넬
大中臣	대중신
テプコカスタマーサービス	탑코 고객 서비스
リウトプランド	리우트 플랜드
ツィンメルン	친멜른
ナスタージョ	나스타조
噛みつく	씹는
威勢	위세
海景	바다 전망
なびか	나비카
カイミロア	카이밀로아
マタアファ	마타아파
タヌマフィリ	타누마 필리
ブラーフ	블러프
サルミエント	살미엔트
ヴァント	반토
走波	워킹 웨이브
サラッ	사라
駆け出し	달리다
在阪	재사카
キャブス	택시
ガーネット	가넷
19347	19347
許認可	허가
書きかけ	쓰기
草平	잔디 평평
アコーレ	아코레
ムチ	무치
モーソンレイクス	모슨 레이크스
くぐり抜け	빠지다
走時	여행 시간
エーロゾル	에어로졸
ナルボンヌ	나르본
オーバーブローイング	오버 블로잉
エボナイト	에보나이트
カツィナ	카치나
浩太	코타
ゲサリック	게살릭
うかがっ	우카가
テウデリク	테우데릭
田附	천부
扼殺	교살
オッフェンブルク	오펜부르크
西辺	웨스트 사이드
自党	자당
プレマダーサ	프리마다사
耕し	경작
連れ去る	데려가다
ウパデアーエ	우파데아에
修猷	수리 계획
小石原	고이시하라
どぶろく	도부로쿠
レトロウイルス	레트로 바이러스
パッケージング	포장
木皮	목재 베니어
とつが	하나
朝堂	법원
バラブ	발라브
ビクシュ	빅스
プロイエシュティ	프로예슈티
クッカー	쿠커
江道	강도
インターレギオ	인터레지오
クラーケン	크라켄
寿明	수명
上伊那	카미이나
秉燚	빙이
忠綱	충강
ソロス	솔로스
ヴェルティンゲン	베르팅겐
為朝	길들인
土御門	츠치미카도
転院	전원
小鳥遊	새 투어
アモロルフィン	아모롤핀
カピラール	카피랄
ラオディキア	라오디키아
蒙り	찢다
スカプティウス	스카프티우스
都連	도시련
蔵六	쿠라로쿠
メンタイ	멘타이
モファット	모팻
シュチェルビェツ	슈체르베츠
メチニク	메티니크
チャルトリツキ	찰리츠키
天外	대기권 밖
かえ	카에
383	383
鎮南	전난
海棲	해거
ミラーウミサソリ	미라우미 전갈
スリモニア	슬리모니아
真部	진부
ドルイド	드루이드
アブレリアス	아브렐리아스
名剣	명검
ブルリューク	불루크
書証	서류 증거
クレモンス	클레몬스
三男	삼남
藩閥	당파
ポジショニング	포지셔닝
ときたま	토타마
断ち切る	끊다
間奏	간주
むすば	무스바
敬服	경복
竹ひご	대나무 히고
ビリアル	비리얼
ゴロン	고론
光り	빛나는
覚める	깨우다
トリマ	트리머
かがり火	불꽃
クザニーノ	쿠자니노
マラナピオン	말라나피온
腑	건
渡会	도회
貞幸	사다유키
堯彦	堯彦
かなえる	이루다
青鬼	아오니
梅渓	메이시
體	몸
ウォルダーズ	월더스
クロウナー	크로우너
望楼	망루
コニェツヌィ	코예츠누이
イレイナ	일레이나
イレ	이레
狼狽え	늑대
ギャラン	갤런
千日前	천일 전
説示	설시
右奥	오른쪽 안쪽
オーヴァー	오버
外生	외생적
人志	민지
マヂカルラブリー	마즈칼 러블리
ゼンカイジャー	젠카이저
トピア	토피아
ギアトリンガー	기어 트링거
ゼンカイオー	젠카이오
ゼンカイテンランス	젠카이텐 랜스
手癖	버릇
阿武松	아부 마츠
舟状	배 모양
二本柳	니모토야나기
ライセルト	라이셀트
イリュリア	일루리아
ラオディケイア	라오디 케이아
向かい風	맞은 바람
アダマンチルアミン	아다만틸아민
ビオトープ	비오토프
ショーロ	쇼로
ブラックス	블랙스
洋間	서양
オビエド	오비에도
光格	라이트 그리드
朱熹	주희(朱熹)
友治	우지
売値	판매 가격
こぼれ落ち	유출
定免	무료
給地	땅을 주다
新式	현대의
見い出せ	찾아내라.
エリサベタ	엘리사베타
ルキアン	루키안
バラッド	발라드
クルテ	쿠르테
セーケイ	세이케이
ハルヴァ	할바
法縁	합법적인
花王	카오
勝ち進ん	승리
メイレレス	메이레레스
山鼻	산 코
ビエロン	비엘론
卵のう	계란 노우
ラジョエリナ	라조엘리나
マグライ	마그라이
シラカバ	시라카바
大輝	대휘
ピンポン	탁구
アマゾナス	아마조나스
コンサーバトリー	컨서버 트리
フリューゲルス	플뤼겔스
エルコシュ	엘코슈
ジストニア	디스토니아
合わせ持つ	맞추기
僥倖	운이 좋은
利付	이익
テークス	테이크
濃いめ	진한
サラータ	살라타
ジゼラ	지젤라
たどら	가끔
溪谷	골짜기
暕	느린
グラヴ	글러브
銅賞	동상
インジェクター	인젝터
ラブラドール	래브라도
子馬	새끼
付け狙う	붙이려는
サレス	살레스
ツァリナ	짜리나
モリモリ	모리모리
身籠っ	신장
スペクター	스펙터
胴衣	몸통
阿山	아 샨
ディレイ	딜레이
エヴァレット	에발렛
カシオペア	카시오페아
雅信	마사노부
柳葉	솜틀
コメツガ	코메츠가
ハイエク	하이엑
御茶ノ水	오차노미즈
昌彦	마사히코
スクルージ	스크루지
ドロイド	드로이드
ターキン	터킨
ハナビシソウ	하나비시소우
ケマン	케만
崇める	숭배하다
秋雲	가을 구름
マルソー	마르소
ジャンティイ	장티이
シンカー	싱커
別大	별대
掛合	합류
鞠山	주산
ランズティング	랜즈팅
空色	하늘색
デピュティインスペクター	데퓨티 인스펙터
中尾	나카오
ラブレス	사랑스러운
見付かり	발견
加世田	카세다
上津貫	우에쓰스키
メングス	망구스
乗り組み	승무원
陸自	육지
疋	파괴
ホワイトスネイク	화이트 스네이크
染髪	염색
ベンツェン	벤첸
エスティ	에스티
若ノ花	와카노 꽃
玉乃	타마노
ハズレ	하즐레
犬ぞり	개 썰매
椎津	시즈
久留里	쿠루사토
村数	마을 수
重安	중안
鉄平	철평
ケーシー	케이시
一也	이치야
メイコ	메이코
導線	철사
高基	고지
群雄	영웅들
待田	대전
道会	도회
勤しむ	근무하다
アニス	아니스
セサロニキ	세살로니키
コンスタン	콘스탄
ディミトリオス・パレオロゴス	디미트리오스 팔레오 로고스
術者	술자
ぬりかべ	색칠하기
黒マス	검은 송어
セーバー	세이버
デパ	데파
アナキン	아나킨
道程	길
宿願	숙원
デビ	데비
コグ	코그
スポーティ	스포티
籠もり	바구니
マルチェロ	마르첼로
義清	의청
濃人	뚱뚱한 사람들
一、二塁	1, 2루
アルトマン	알트만
ゆりかご	유리카고
海沼	카이누마
信連	신련
北秋田	기타아키타
硬膏	단단한 석고
デュボイス	듀보이스
ンクルマ	응차마
ラパーリア	라팔리아
薬丸	약 마루
ピグモン	피그몬
手裏	손에
ツーハンデッドソード	투핸드드 소드
内外野	내외야
洋三	양삼
好学	학습에 능숙하다
池間	이케마
とかく	어쨌든
バンバン	밤반
吹き寄せ	불어
咲き乱れ	개화
突き飛ばさ	찌르기
アウリル	아우릴
タウデニ	타우데니
ソンガイ	송가이
くだっ	쿠다
フルベ	풀베
豊崎	도요사키
送	배달하다
オタフク	오타후쿠
相聞	상문
水納	미나
昌義	창이
フィンレイ	핀레이
関金	관금
江利	에리
知世	지세
汐見	시오미
石廊	돌 복도
アーマードメフィラス	아머드 메피라스
カネゴン	카네곤
角倉	카쿠라
町方	마치카타
土崎	도자키
近江谷	오미야
ドゥトフ	두토프
霧氷	안개 얼음
サイレンサー	소음기
ゆうえん	유엔
斉一	사이이치
かわらけ	귀엽다
多気	흥분
葛木	쿠즈키
コロニアル	식민지
猪狩	이끼 사냥
スタイナー	스티너
ホーガン	호건
歩み寄る	걷다
喰らう	먹다
勝文	승문
木越	무월
内筒	내부 튜브
運び込ん	운반
片っ端	한쪽 끝
しらべ	시라베
こむ	쓰다
水郷	수향
動かそう	움직이자.
シクラーゼ	시클라제
キョロ	쿄로
ドキドキ	두근두근
満仲	만나
頷く	고개를 끄는
滞貨	백로그
ブラントン	브랜턴
八木田	야기타
たむら	타무라
ドリュー	드류
ニルソン	닐슨
8622	8622
ネコ型	고양이형
ジャイアン	자이안
まとめあげ	결론
美唄	아름다움
スタイリング	스타일링
ペトリ	페트리
見知	낯선
生石	원석
ロレンス	로렌스
ネゲヴ	네게브
ラヴォーチキン	라보치킨
フラウエンキームゼー	프라우엔 킴제
浸け	담그다
法大	법대
マグナム	매그넘
スティンガー	스팅거
あしらう	다루다
振戦	진전
慶元	청원(淸園)
裕紀	유키
コンディショニング	컨디셔닝
アラモ	알라모
マイケティア	마이케티아
テルプシコラー	텔프 시콜라
キルケー	킬케
縛り付け	묶다
かき鳴らし	울림
ブーテース	부티스
恭介	쿄스케
紀淡	기담
ギルデマイスター	길데마이스터
出陳	첸에서 나가다
冏討	부끄러운 토론
牽	당기다
良原	료하라
アンドリュース	앤드류스
ウインドウ	창
かずら橋	카즈라 다리
新律	새로운 법률
爛熟	잘 성숙하다
諭	회칙
穂積	이적
サイエントロジスト	사이언트로지스트
陸将	루 지앙
請書	청서
御璽	오리
レイクサイド	레이크 사이드
ヴェーザーミュンデ	베저 뮌데
シャルンホルスト	샤른홀스트
ヴィロック	빌록
こぼす	흘리다
スィノプ	시놉
ギミッラーヤ	기밀라야
撃ち破り	쏘다
奥平	오쿠다이라
遇さ	우대
士長	사장
レオスタット	레오스탯
チャッペル	채플
与うる	주는
誘い出し	초대
区隊	지구팀
横空	하늘을 가로질러
先走っ	앞으로 달리다
論語	논어
資晴	자료
忠保	타다바스
資景	지징
リュッツェン	류첸
都区	수도권 지역
生け贄	제물
秋帆	추판
富島	도미시마
スウィープ	스윕
トレモロ	트레몰로
コンセプション	컨셉션
藤内	후지우치
和良	와라
糸数	실 수
高女	가오누
俯角	부각
厄災	귀찮은
ランチエーレ	런치에레
フィシュ	피쉬
ゴブ	고브
もよう	모
清水谷	시미즈야
器種	유형
ディファレーター	디퍼레이터
掻く	긁는
弱齢	약한
ガッツ	가츠
胸甲	흉갑
虎造	호랑이
神津	칸즈
神階	신층
枚岡	히라오카
時季	시기
亜鈴	야 링
性癖	성 버릇
はまり役	하리 역
浜寺	하마데라
バセドウ	바세도우
ジェニュイン	제뉴인
海気	해기
江刺	장자
峠道	통로
フンアフプー	훈아후푸
唾	침
ちん	친
まき	마키
顕治	현치
ワーゲン	바겐
愛知川	아이치가와
食い込み	먹다
鈍ら	둔한
ユルバン	유르반
与謝野	요사노
ボロン	붕소
野良仕事	노라 일
嬉し	즐거움
ノザワ	노자와
スキンヘッド	스킨 헤드
膝蹴り	무릎 차기
プリゴジン	프리고진
清兵衛	기요베에
半次	하프타임
無宿	숙박 없음
松造	마츠조
マッケン	맥켄
マドーラ	마도라
シアナミド	시아나미드
冷所	추운
リトナビル	리토나빌
まじり	마지리
めずらしく	드물게
乙仲	오치나카
北本	기타모토
米良	미라
ノンタイトル	논타이틀
大住	대주
東北東	동북동
張り付き	붙어있는
山登り	산 등반
スキッド	스키드
ズーイ	주이
オッ	오
タカ派	타카파
額賀	이마가
ハーショルト	하숄트
吹きつけ	불어
石臼	석구
九度山	구도산
幼馴染み	소꿉친구
白髭	흰 수염
切目	컷
推し量っ	추측
エリスリナ	에리스리나
頂芽	끝부분의 새싹
側芽	측면 새싹
葉痕	잎 흉터
生け垣	헤지가키
オルシーニ	오르시니
怒れる	화난
コンタミ	오염
3524	3524
ハチミツ	꿀
ヴェルカン	베르칸
和やか	화려한
競り	경쟁
アペンド	어펜드
疎く	희미하게
関っ	관련
ゴルツィネ	고르지네
かけれ	걸리다
膨れ上がる	부풀어 오르다
飛び回る	날아다니다
ガリバー	걸리버
巻き戻す	되감다
目測	시각 검사
樺戸	사토
海将	바다 장군
胡人	후족
筆法	붓질
真夕	마유
捻り	비틀림
旧跡	옛 흔적
ホチキス	스테이플러
先島	선도
別皿	별도 접시
コシビロダンゴムシ	코시빌로 댄 고무시
皆野	미나노
参会	회의에 참석하다
罵ら	불타
パドヴァーニ	파도바니
重ね着	겹침
すすっ	스스
シャヴァス	샤바스
牛田	우시다
成樹	성숙한 나무
じん	진
的場	현장
喪儀	장례식
葬場	장장
取りまとめる	정리하다
スメタナ	스메타나
涌井	쿠이이
久義	구의
痛恨	싫어하다
円陣	엔진
カルヴィ	칼비
孝徳	효덕
ポリバケツ	폴리 버킷
芝居好き	연극 좋아
下ごしらえ	밑바닥
不入り	불입
難役	난역
ハゲ	대머리
山分け	산 구분
恐縮	공감
ボンズ	본즈
フーコー	푸코
真和志	마와시
邪教	숭배
